Question ID,Question Text,Response,Comment,Supported
STA-05.8,Can you provide the physical location/geography of storage of a tenant's data in advance?,Yes,Our service deployment process enables advance specification of data storage locations based on customer requirements and compliance needs. This would be documented in customer service agreements with clear geographic boundaries.,Med
STA-05.9,"Do you allow tenants to define acceptable geographical locations for data routing or resource instantiation?\n\nIf Bayer requests this, is it a possibility?",Yes,"IBP can accommodate customer-specific geographic requirements through AWS regional services and deployment configurations. For Bayer, we can implement geographic restrictions to ensure data processing remains within specified regions through appropriate AWS configuration.",Med
STA-06.1,Do you review the risk management and governance processes of partners to account for risks inherited from other members of that partner's supply chain?,Yes,"Our Vendor Management Policy includes supply chain risk assessment requirements for critical vendors, including review of subcontractor management practices and disclosure of material subprocessing arrangements with documented risk treatment.",High
STA-07.1,"Are policies and procedures established, and supporting business processes and technical measures implemented, for maintaining complete, accurate, and relevant agreements (e.g., SLAs) between providers and customers (tenants)?",Yes,"Our Vendor Management Policy establishes SLA management procedures, though comprehensive customer SLA frameworks would be developed as part of formal service agreements. We maintain contract management processes with regular reviews and performance tracking capabilities.",Med
STA-07.2,Do you have the ability to measure and address non-conformance of provisions and/or terms across the entire supply chain (upstream/downstream)?,No,"While our Vendor Management Policy includes vendor performance monitoring procedures, we do not currently have comprehensive supply chain non-conformance measurement capabilities across upstream/downstream relationships. This would be enhanced for enterprise customer requirements.",High
STA-07.3,Can you manage service-level conflicts or inconsistencies resulting from disparate supplier relationships?,No,"Given our organizational size and current vendor relationship scope, we have limited capabilities for managing complex service-level conflicts across disparate suppliers. This capability would be developed as our vendor ecosystem expands with enterprise customers.",High
STA-07.4,Do you provide tenants with ongoing visibility and reporting of your operational Service Level Agreement (SLA) performance?,No,"While we maintain internal performance monitoring through AWS tools, we do not currently provide formal SLA performance reporting to customers. This capability would be developed as part of enterprise service agreements with customers like Bayer.",High
STA-07.5,"Do you make standards-based information security metrics (CSA, CAMM, etc.) available to your tenants?\n\nIf yes, please specify which metrics",No,"While we maintain security metrics internally and can complete assessments like this CAIQ, we do not currently provide formal standards-based security metrics to customers. We could develop CSA-aligned reporting capabilities for enterprise customer requirements.",High
STA-07.6,Do you provide customers with ongoing visibility and reporting of your SLA performance?,No,"We do not currently provide formal SLA performance reporting to customers, though we maintain internal performance monitoring. Regular SLA reporting would be developed as part of enterprise customer service agreements.",High
STA-07.7,Do your data management policies and procedures address tenant and service level conflicts of interests?,Yes,Our Data Protection Policy and Access Control Policy establish clear data segregation and tenant isolation procedures preventing conflicts of interest through strict data separation and independent access controls for each customer.,High
STA-07.8,Do you review all service level agreements at least annually?,Yes,Our Vendor Management Policy mandates annual review of service agreements including performance assessment and terms validation. Customer service agreements would follow similar annual review processes.,High
STA-08.1,Do you assure reasonable information security across your information supply chain by performing an annual review?\n\nDo you have any contractual obligations with providers to ensure security requirements are met?,Yes,Our Vendor Management Policy requires annual security reviews for all critical vendors and establishes contractual security obligations including compliance with security standards and incident notification requirements for all vendors handling customer data.,High
STA-08.2,Does your annual review include all partners/third-party providers upon which your information supply chain depends?,Yes,"Our Vendor Management Policy establishes comprehensive vendor management covering all third-party providers in our supply chain including critical vendors, standard vendors, and subprocessors with risk-based assessment procedures.",High
STA-09.1,Do you mandate annual information security reviews and audits of your third party providers to ensure that all agreed upon security requirements are met?\n\nPlease describe this process,Yes,"Our Vendor Management Policy establishes annual security reviews for critical vendors including security questionnaires, SOC 2 report reviews, and compliance verification. We maintain vendor security assessments with documented findings and corrective action tracking.",High
STA-09.2,Do you have external third party services conduct vulnerability scans and periodic penetration tests on your applications and networks?\n\nWhat tools are used? Can you provide results?,No,"While we utilize AWS native security scanning and have comprehensive internal vulnerability management procedures, we do not currently conduct external third-party penetration testing. We plan to implement external security assessments and can accommodate this requirement for enterprise customers.",High
TVM-01.1,Do you have anti-malware programs that support or connect to your cloud service offerings installed on all of your IT infrastructure network and systems components?\n\nWhat tools are used?,Yes,"Our security framework includes AWS GuardDuty for cloud-native threat detection and our Remote Work Security Policy requires anti-malware software on all devices. We utilize AWS security services and endpoint protection, though comprehensive anti-malware deployment across all infrastructure components is ongoing.",Med
TVM-01.2,"Do you ensure that security threat detection systems using signatures, lists, or behavioral patterns are updated across all infrastructure components as prescribed by industry best practices?\n\nWhat tools are used?",Yes,"Our threat detection utilizes AWS GuardDuty with automatic threat intelligence updates, CloudWatch for behavioral monitoring, and AWS Config for compliance monitoring. Security systems receive automatic updates, though comprehensive coverage across all infrastructure components is progressive.",Med
TVM-02.1,Do you conduct network-layer vulnerability scans regularly as prescribed by industry best practices?,Yes,"Our Technology Security Policy includes vulnerability management using AWS Inspector and network security assessments. We conduct regular vulnerability scanning of network infrastructure with documented response procedures, though scan frequency is optimized for our organizational scale.",Med
TVM-02.2,Do you conduct application-layer vulnerability scans regularly as prescribed by industry best practices?,Yes,Our Technology Security Policy includes application security scanning integrated into our development processes using static analysis and dependency scanning. We conduct regular application vulnerability assessments with defined remediation requirements for identified issues.,High
TVM-02.3,Do you conduct local operating system-layer vulnerability scans regularly as prescribed by industry best practices?,Yes,We utilize AWS Systems Manager Patch Manager for operating system vulnerability management and patching. We conduct regular OS vulnerability scanning with automated patching capabilities and vulnerability tracking with defined response timeframes.,High
TVM-02.4,Will you make the results of vulnerability scans available to tenants at their request?,Yes,"Our policies support transparency with customers regarding security assessments. We can provide vulnerability scan summaries and security assessment results to customers under appropriate confidentiality agreements, with customer-specific risk assessments available.",Med
TVM-02.5,"Do you have a capability to patch vulnerabilities across all of your computing devices, applications, and systems?\n\nPlease specify your patching timeframes for Critical/High/Medium findings.",Yes,"Our Technology Security Policy establishes patch management using AWS Systems Manager with defined timeframes: Critical (24 hours), High (72 hours), Medium (7 days). We maintain automated patching capabilities with testing and rollback procedures.",High
TVM-02.6,Do you inform customers (tenant) of policies and procedures and identified weaknesses if customer (tenant) data is used as part the service and/or customer (tenant) has some shared responsibility over implementation of control?,Yes,Our Technology Security Policy follows the AWS shared responsibility model and we provide customers with documentation of security policies and shared responsibilities. We communicate security findings that require customer awareness through appropriate channels.,High
TVM-03.1,"Is mobile code authorized before its installation and use, and the code configuration checked, to ensure that the authorized mobile code operates according to a clearly defined security policy?",Yes,Our Technology Security Policy establishes code security requirements including review procedures and security validation. All code deployments require security review and compliance verification before production deployment through documented approval processes.,High
TVM-03.2,Is all unauthorized mobile code prevented from executing?,Yes,Our Technology Security Policy includes application security controls and deployment restrictions. We utilize AWS security controls and access restrictions to prevent unauthorized code execution with monitoring for non-approved execution attempts.,High
